"code","latitude","longitude"
34130,-21.7733,-47.0858
34139,-22.9071,-47.0632
34154,-22.9175,-43.6755
34155,-23.0309,-45.5483
34160,-17.7969,-50.9309
34169,-23.6633,-46.6619
34208,-23.5489,-46.6388
34209,-23.4696,-46.6789
34264,-23.5508,-46.6897
34265,-20.43,-54.5725
34270,-22.6775,-47.6815
34272,-22.9844,-43.2016
34328,-20.729,-46.6111
34342,-27.9493,-51.8056
34346,-28.445,-52.2098
34427,-25.4251,-49.1797
34432,-23.6184,-45.4081
34881,-11.9284,-61.9951
34936,-22.6012,-42.7426
34942,-25.4342,-49.9999
34945,-24.3339,-50.6385
35023,-30.89,-55.5401
35094,-22.9377,-43.0261
35096,-30.1323,-51.2333
35211,-22.9072,-43.1102
35229,-23.1104,-50.3684
35247,-22.903,-43.1232
35404,-26.9619,-52.5352
35407,-6.06665,-49.9017
36000,-17.8928,-51.7151
36022,-22.934,-43.1772
36026,-22.9554,-43.1661
36050,-4.57435,-44.5987
36124,-26.8239,-49.265
36298,-5.86006,-35.3498
36562,-20.4846,-43.8389
37029,-23.6818,-49.8478
37044,-23.4702,-46.8715
37054,-22.4075,-42.9674
37061,-23.4987,-46.8533
39106,-28.8186,-52.5103
39116,-28.97,-51.0697
39140,-29.2246,-51.351
39166,-29.6987,-51.2381
39182,-22.5046,-43.1823
39228,-23.2927,-51.1732
39231,-23.2927,-51.1732
39253,-21.6757,-51.0636
39330,-22.6066,-46.9193
39398,-25.5029,-49.2385
39487,-23.8553,-46.1394
51,-26.9086,-49.0807
23147,-23.0798,-47.2112
23330,-19.8732,-43.9807
23501,-21.9695,-44.925
25276,-22.8798,-43.2702
33998,-7.94009,-34.8723
34023,-25.4831,-49.2528
34149,-14.7937,-39.2764
34150,-14.8086,-39.0364
39434,-17.7457,-48.6258
39437,-8.00785,-34.8411
23987,-23.6054,-46.4802
36346,-23.6233,-46.4718
40998,-22.9375,-47.0671
39124,-18.8527,-41.9457
36718,-19.816,-43.1517
33232,-20.4749,-55.7863
33825,-29.6769,-51.0974
40024,-22.8652,-47.2121
37040,-10.7117,-62.255
41173,-22.7407,-47.3308
23126,-28.2901,-53.4909
34003,-23.0503,-47.8363
37039,-30.1186,-51.9637
35396,-23.965,-46.3421
41194,-7.02834,-37.2773
41035,-22.9692,-43.1847
40702,-6.22631,-36.0229
40701,-18.771,-42.9319
35527,-20.1182,-44.201
34267,-21.7722,-43.37
41204,-25.3108,-49.2971
35024,-22.2476,-43.7047
40950,-24.1849,-46.7879
34131,-22.899,-43.2957
41561,-22.4438,-46.3508
1340,-23.5609,-46.7987
35669,-28.4903,-48.7837
34376,-23.0028,-49.3246
353,-29.6863,-53.8052
33799,-3.68205,-45.3831
33990,-8.43872,-35.0829
34161,-5.77222,-35.263
41319,-2.90561,-41.7769
33668,-22.8084,-43.3295
24037,-20.7568,-42.8803
